,name,lat,lng,oficina_principal,totalOffices,description,total_money_raised,RestaurantsNumber,RestaurantsRating,TravelNumber,SportNumber,TRAIN_AIRPORT_Number,Night_club_number,Number_SCHOOL,SUM,NUM_empresas_cercanas,SUM_TOTAL,NUM_empresas
10,Networked Insights,41.278528,-72.5254318,"{'type': 'Point', 'coordinates': [-72.5254318, 41.278528]}",3.0,Marketing Decisions Platform,43008000.00000001,-0.27598127806512257,0.26413846768905674,-0.04758762055274353,-0.2226460396675997,-0.09222653553447653,-0.10798850334147883,-0.26801142675253076,-0.07503029362248953,-0.6692125232595072,0.5941822296370176,0
11,Marketo,37.5583,-122.301385,"{'type': 'Point', 'coordinates': [-122.301385, 37.5583]}",1.0,Marketing Automation Software,120960000.00000001,-0.39373329003957486,-0.2711394599272223,-0.04758762055274353,-0.11787143276519985,0.08627643646773614,-0.10798850334147883,0.038287346678932965,-0.08137565234795503,-0.2780084501226911,0.19663279777473608,54
12,Spongecell,37.773727,-122.401537,"{'type': 'Point', 'coordinates': [-122.401537, 37.773727]}",1.0,Advertising Technology Company,11200000.000000002,0.07727475785823432,0.21610070495426156,-0.04758762055274353,0.07670998005354275,-0.056525941134034,0.11935571421952923,0.038287346678932965,0.04236149420777233,1.5838331572136375,-1.5414716630058651,311
13,AdXpose,47.635354,-122.340459,"{'type': 'Point', 'coordinates': [-122.340459, 47.635354]}",1.0,Advertising Quality and Optimization,25536000.000000004,-0.3348572840523487,0.22296324248780466,-0.04758762055274353,-0.10290363177914273,-0.12792712993491906,-0.08525408158537802,0.038287346678932965,-0.043727915873779444,-0.37218720847044306,0.3284592925966636,41
14,Sparkroom,43.6683,-79.385969,"{'type': 'Point', 'coordinates': [-79.385969, 43.6683]}",1.0,Marketing Analytics,4480000.0,0.13615076384546046,-0.25261060858665924,0.18755121041375394,0.07670998005354275,-0.056525941134034,0.08525408158537802,0.038287346678932965,0.021481683285637494,-0.5170776059285231,0.5385592892141606,21
15,[x+1],40.7455068,-73.982624,"{'type': 'Point', 'coordinates': [-73.982624, 40.7455068]}",1.0,Marketing Technology,50400000.00000001,0.13615076384546046,-0.04879324384045965,0.3219162566803239,0.07670998005354275,0.5146835692730466,0.11935571421952923,0.038287346678932965,0.11583103869103764,1.1419174449664933,-1.0260864062754556,250
16,WideOrbit,37.7895289,-122.3885899,"{'type': 'Point', 'coordinates': [-122.3885899, 37.7895289]}",2.0,Advertising software system,38640000.0,0.07727475785823432,-0.10643855912221299,-0.013996358986101035,0.04677437808142851,-0.020825346733591467,0.03978523807317641,0.038287346678932965,0.006086145584986671,1.1564064847123012,-1.1503203391273145,252
17,tagga,49.284889,-123.095249,"{'type': 'Point', 'coordinates': [-123.095249, 49.284889]}",2.0,Marketing SAAS,501760000.00000006,-0.011039251122604904,0.15296535964567592,-0.04758762055274353,0.07670998005354275,-0.12792712993491906,0.028418027195126008,0.038287346678932965,0.010982671196301017,-0.4301433674536751,0.4411260386499761,33
18,Speedshape,42.548008,-83.214753,"{'type': 'Point', 'coordinates': [-83.214753, 42.548008]}",1.0,Design Consulting,5600000.000000001,0.13615076384546046,0.0006170264010408578,-0.04758762055274353,0.04677437808142851,-0.09222653553447653,-0.10798850334147883,-0.005469620954133281,-0.006973011205490236,-0.6692125232595072,0.662239512054017,0
19,MyLikes,37.777995,-122.408914,"{'type': 'Point', 'coordinates': [-122.408914, 37.777995]}",1.0,Advertising platform for the people web,6977600.000000001,0.13615076384546046,-0.02408810871970885,0.05318616414718396,0.07670998005354275,-0.056525941134034,0.11935571421952923,0.038287346678932965,0.034307591909090655,1.8011687534007574,-1.7668611614916667,341
20,My Ad Box,39.281734,-76.581864,"{'type': 'Point', 'coordinates': [-76.581864, 39.281734]}",1.0,Advertise Anonymously,56000000.00000001,0.13615076384546046,0.09943756688404737,-0.04758762055274353,-0.028064626848857105,-0.09222653553447653,-0.08525408158537802,0.038287346678932965,0.0020742812886985597,-0.6692125232595072,0.6712868045482058,0
21,ECORE International,40.054099,-76.289191,"{'type': 'Point', 'coordinates': [-76.289191, 40.054099]}",1.0,Recycling,32480000.000000004,-0.3348572840523487,0.03767472908216926,-0.04758762055274353,-0.1478070347373141,-0.1636277243353616,-0.10798850334147883,0.016408862862399842,-0.07477845750746777,-0.6619680033866032,0.5871895458791354,1
22,Pontis,32.1980455,34.8824253,"{'type': 'Point', 'coordinates': [34.8824253, 32.1980455]}",2.0,marketing delivery platform,38864000.0,0.13615076384546046,-0.4070177030913545,-0.04758762055274353,0.07670998005354275,0.12197703086817867,-0.07388687070732762,-0.13674052385333202,-0.033039494343757574,-0.6692125232595072,0.6361730289157497,0
23,smartFOCUS,51.4525116,-2.5909744,"{'type': 'Point', 'coordinates': [-2.5909744, 51.4525116]}",6.0,Marketing Automation Software,33600000.0,0.13615076384546046,-0.19702405456496996,-0.04758762055274353,0.07670998005354275,0.3718811916712764,0.11935571421952923,0.038287346678932965,0.04977733213510283,-0.6474789636407952,0.697256295775898,3
