,_id,category_code,deadpooled_year,founded_year,lat,lng,name,number_of_employees,oficina,tag_list,total_money_raised
403,5d245689f82093f85a6efc0c,ecommerce,,2006.0,42.354022,-71.140762,Gazelle,,"{'type': 'Point', 'coordinates': [-71.140762, 42.354022]}","ebay, sell, ecommerce, ewaste, recyling, green",46400000.0
404,5d245689f82093f85a6efc0f,web,,1999.0,34.011335,-118.468458,JibJab,37.0,"{'type': 'Point', 'coordinates': [-118.468458, 34.011335]}","joke, humor, ecards, personalized-media, starring-you",17900000.0
405,5d245689f82093f85a6efc14,mobile,,2006.0,40.530724,-3.632687,Fon,100.0,"{'type': 'Point', 'coordinates': [-3.632687, 40.530724]}","wifi, router, hotspot, sharing",49346000.0
406,5d245689f82093f85a6efc15,web,,,37.775196,-122.419204,Zannel,,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}","mobilesocialnetwork, socialnetwork",16000000.0
407,5d245689f82093f85a6efc16,web,,2007.0,37.856331,-122.495222,Whiskey Media,12.0,"{'type': 'Point', 'coordinates': [-122.495222, 37.856331]}","structured-wikis, cnet, web2-0, engagement-publishing",4000000.0
408,5d245689f82093f85a6efc17,web,,2006.0,37.775196,-122.419204,Wikinvest,,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}","portfolio, investments, investing, money, stocks, finance, wikinvest",2500000.0
409,5d245689f82093f85a6efc1b,games_video,,2005.0,40.781159,-73.978332,RayV,,"{'type': 'Point', 'coordinates': [-73.978332, 40.781159]}","television, tv, p2p, virv",16000000.0
410,5d245689f82093f85a6efc1d,advertising,,2006.0,47.649027,-122.346299,AdReady,33.0,"{'type': 'Point', 'coordinates': [-122.346299, 47.649027]}","advertising, banner, display",17800000.0
411,5d245689f82093f85a6efc1e,advertising,,2004.0,37.476479,-122.221717,YuMe,,"{'type': 'Point', 'coordinates': [-122.221717, 37.476479]}","video-advertising, advertising",72900000.0
412,5d245689f82093f85a6efc21,enterprise,,1999.0,38.9132821,-77.2279465,Eloqua,,"{'type': 'Point', 'coordinates': [-77.2279465, 38.9132821]}","marketing, b2b, platform, marketing-automation",35800000.0
413,5d245689f82093f85a6efc24,biotech,,2006.0,37.09024,-95.712891,23andMe,80.0,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}","biotech, genomics, search",161000000.0
414,5d245689f82093f85a6efc26,network_hosting,2010.0,,45.523104,-122.670132,Platial,,"{'type': 'Point', 'coordinates': [-122.670132, 45.523104]}","mapping, maps, socialnetwork",3400000.0
415,5d245689f82093f85a6efc27,enterprise,,1999.0,43.6467716,-79.4021146,Eloqua,,"{'type': 'Point', 'coordinates': [-79.4021146, 43.6467716]}","marketing, b2b, platform, marketing-automation",35800000.0
416,5d245689f82093f85a6efc28,mobile,,2005.0,47.620716,-122.347533,Treemo Labs,,"{'type': 'Point', 'coordinates': [-122.347533, 47.620716]}","mobile, mobilenetwork",2550000.0
417,5d245689f82093f85a6efc2a,ecommerce,,2005.0,37.792968,-122.40414,Blurb,150.0,"{'type': 'Point', 'coordinates': [-122.40414, 37.792968]}","publishing, books, marketplace, sell, collaborate, shortmovie",21600000.0
418,5d245689f82093f85a6efc2b,web,,,42.35888,-71.05682,Tabblo,,"{'type': 'Point', 'coordinates': [-71.05682, 42.35888]}","photos, customprinting",4000000.0
419,5d245689f82093f85a6efc2c,web,,2007.0,37.386175,-122.083487,Polyvore,73.0,"{'type': 'Point', 'coordinates': [-122.083487, 37.386175]}","shopping, clothes, fashion",22100000.0
420,5d245689f82093f85a6efc2d,cleantech,,2006.0,37.782809,-122.394354,The Climate Corporation,150.0,"{'type': 'Point', 'coordinates': [-122.394354, 37.782809]}","weather, insurance, finance, risk, promotions",109000000.0
421,5d245689f82093f85a6efc2e,sports,,2006.0,37.09024,-95.712891,FanIQ,,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}",,1010000.0
422,5d245689f82093f85a6efc2f,web,,2008.0,37.443058,-122.161674,Uptake,,"{'type': 'Point', 'coordinates': [-122.161674, 37.443058]}","travel, search, naturallanguage, semantic",16800000.0
423,5d245689f82093f85a6efc31,cleantech,,2006.0,47.5984767,-122.3331466,The Climate Corporation,150.0,"{'type': 'Point', 'coordinates': [-122.3331466, 47.5984767]}","weather, insurance, finance, risk, promotions",109000000.0
424,5d245689f82093f85a6efc32,web,,2005.0,37.744274,-122.421344,Automattic,200.0,"{'type': 'Point', 'coordinates': [-122.421344, 37.744274]}","blog, wordpress, akismet, blogging, spamblocking, blogspam, forum, bbpress, content-management-system, cms",30600000.0
425,5d245689f82093f85a6efc34,advertising,,,37.7753,-122.398058,Radar Networks,,"{'type': 'Point', 'coordinates': [-122.398058, 37.7753]}","tagging, autotag, semanticweb, semantic, semantic-web",24000000.0
426,5d245689f82093f85a6efc35,mobile,,,37.401495,-122.031855,Dash,,"{'type': 'Point', 'coordinates': [-122.031855, 37.401495]}","navigation, maps, gps",65000000.0
427,5d245689f82093f85a6efc36,web,,2007.0,40.743808,-73.983626,Tumblr,,"{'type': 'Point', 'coordinates': [-73.983626, 40.743808]}","blog, tumble, post, follower, like, comment",125000000.0
428,5d245689f82093f85a6efc38,software,,2007.0,42.288291,-71.52679,uTest,120.0,"{'type': 'Point', 'coordinates': [-71.52679, 42.288291]}","software-testing, software-qa, testing, qa, mobile-testing, web-testing, desktop-testing, software-quality",37800000.0
429,5d245689f82093f85a6efc39,games_video,,2006.0,37.553743,-122.300246,Veodia,15.0,"{'type': 'Point', 'coordinates': [-122.300246, 37.553743]}","video, streaming",8300000.000000001
430,5d245689f82093f85a6efc3a,music,,2007.0,51.54202,-0.0558343,Songkick,,"{'type': 'Point', 'coordinates': [-0.0558343, 51.54202]}","music, concerttickets, concert, musicrecommendation",16600000.000000002
431,5d245689f82093f85a6efc3b,other,,2005.0,40.621591,-73.960717,Payoneer,200.0,"{'type': 'Point', 'coordinates': [-73.960717, 40.621591]}","creditcards, payments, prepaid, online, money, moneytransfer, ecommerce, payouts, debit-cards, online-payments, yuval-tal, finance",14000000.0
432,5d245689f82093f85a6efc3c,software,,2002.0,38.963492,-77.091025,JackBe,65.0,"{'type': 'Point', 'coordinates': [-77.091025, 38.963492]}","enterprise, mashup, ajax",24500000.0
433,5d245689f82093f85a6efc3d,web,,2005.0,37.445326,-122.160671,EchoSign,100.0,"{'type': 'Point', 'coordinates': [-122.160671, 37.445326]}","electronicsigniature, docusign, tractis, echosign, esignature, esign, efax, contract, echo, ecosign",8500000.0
434,5d245689f82093f85a6efc3f,mobile,2013.0,2007.0,39.755092,-104.988123,Buzzwire,,"{'type': 'Point', 'coordinates': [-104.988123, 39.755092]}",,12000000.0
435,5d245689f82093f85a6efc42,enterprise,,2001.0,37.09024,-95.712891,Shopatron,166.0,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}","ecommerce, allied-commerce, saas, distributed-order-management, cloud-based-order-management, in-store-pickup, ship-to-store, ship-from-store, ispu, omnichannel, multi-channel, mcommerce, retail-integrated-ecommerce, online-selling",10000000.0
436,5d245689f82093f85a6efc48,advertising,,2006.0,37.388095,-122.08276,TrialPay,100.0,"{'type': 'Point', 'coordinates': [-122.08276, 37.388095]}",payments,55800000.0
437,5d245689f82093f85a6efc49,advertising,2009.0,2007.0,37.486571,-122.229161,Predictify,2.0,"{'type': 'Point', 'coordinates': [-122.229161, 37.486571]}",,4300000.0
438,5d245689f82093f85a6efc4c,games_video,,1999.0,37.09024,-95.712891,CollegeHumor,,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}","humor, videos, college",20000000.0
439,5d245689f82093f85a6efc4f,mobile,,2003.0,37.285133,-121.932962,Firetide,100.0,"{'type': 'Point', 'coordinates': [-121.932962, 37.285133]}",,39800000.0
440,5d245689f82093f85a6efc51,enterprise,,2006.0,48.8599791,2.3608064,blueKiwi,30.0,"{'type': 'Point', 'coordinates': [2.3608064, 48.8599791]}","enterprise, professional, socialnetwork, collaboration, intranet",12300000.0
441,5d245689f82093f85a6efc52,network_hosting,,2006.0,37.590056,-122.347654,BitGravity,50.0,"{'type': 'Point', 'coordinates': [-122.347654, 37.590056]}","content-delivery-network, video-delivery, cdn, live-streaming, vod",2500000.0
442,5d245689f82093f85a6efc53,advertising,,2007.0,40.741266,-73.990753,eXelate,,"{'type': 'Point', 'coordinates': [-73.990753, 40.741266]}","advertising, data-marketplace, data, online-audiences, segments, behavioral-targeting",32000000.0
443,5d245689f82093f85a6efc54,advertising,,2007.0,37.787249,-122.3990501,eXelate,,"{'type': 'Point', 'coordinates': [-122.3990501, 37.787249]}","advertising, data-marketplace, data, online-audiences, segments, behavioral-targeting",32000000.0
444,5d245689f82093f85a6efc55,advertising,,2007.0,41.8831959,-87.6517774,eXelate,,"{'type': 'Point', 'coordinates': [-87.6517774, 41.8831959]}","advertising, data-marketplace, data, online-audiences, segments, behavioral-targeting",32000000.0
445,5d245689f82093f85a6efc56,advertising,,2007.0,51.5150129,-0.1326786,eXelate,,"{'type': 'Point', 'coordinates': [-0.1326786, 51.5150129]}","advertising, data-marketplace, data, online-audiences, segments, behavioral-targeting",32000000.0
446,5d245689f82093f85a6efc57,games_video,,2002.0,37.09024,-95.712891,OnLive,,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}",,56500000.0
447,5d245689f82093f85a6efc58,web,,2007.0,37.791733,-122.398398,Gydget,,"{'type': 'Point', 'coordinates': [-122.398398, 37.791733]}","widgets, entertainmentmarketing, socialnetworking, viralmarketing",1000000.0
448,5d245689f82093f85a6efc59,network_hosting,,,37.77759,-122.395602,Socializr,,"{'type': 'Point', 'coordinates': [-122.395602, 37.77759]}","events, socialnetwork, invitation, invites, evite",2250000.0
449,5d245689f82093f85a6efc5a,software,,1999.0,51.604922,0.239866,Skinkers,12.0,"{'type': 'Point', 'coordinates': [0.239866, 51.604922]}","iptv, p2p, video, livevideo",21500000.0
450,5d245689f82093f85a6efc5b,software,,2004.0,37.332271,-122.006539,Baynote,80.0,"{'type': 'Point', 'coordinates': [-122.006539, 37.332271]}","recommendations, landing-pages, onsite-search, personalized-search, productsearch, search",27800000.0
451,5d245689f82093f85a6efc5c,web,2008.0,2004.0,37.790992,-122.40188,Eurekster,0.0,"{'type': 'Point', 'coordinates': [-122.40188, 37.790992]}",,6850000.0
452,5d245689f82093f85a6efc5d,advertising,,2007.0,32.1618634,34.9341664,eXelate,,"{'type': 'Point', 'coordinates': [34.9341664, 32.1618634]}","advertising, data-marketplace, data, online-audiences, segments, behavioral-targeting",32000000.0
453,5d245689f82093f85a6efc5f,games_video,,,37.40047,-122.072981,PicksPal,,"{'type': 'Point', 'coordinates': [-122.072981, 37.40047]}","fantasysports, gaming, picks, sports",15000000.0
454,5d245689f82093f85a6efc60,enterprise,,2006.0,37.43938,-122.158804,Gigya,230.0,"{'type': 'Point', 'coordinates': [-122.158804, 37.43938]}","game-mechanics, gamification, social-plugins, social-login, facebook-graph-api, facebook-connect, opensocial, openid",69800000.0
455,5d245689f82093f85a6efc61,mobile,2013.0,2006.0,37.787126,-122.39783,Songbird,,"{'type': 'Point', 'coordinates': [-122.39783, 37.787126]}","music, musicplayer, opensource, media, mediaplayer, xulrunner, mozilla",11000000.0
456,5d245689f82093f85a6efc62,network_hosting,2012.0,2004.0,47.602873,-122.336132,GridNetworks,,"{'type': 'Point', 'coordinates': [-122.336132, 47.602873]}","cdn, gridnetworks, streaming, p2p",30000000.0
457,5d245689f82093f85a6efc64,games_video,,2005.0,42.292649,-83.734673,Zattoo,45.0,"{'type': 'Point', 'coordinates': [-83.734673, 42.292649]}","p2p, onlinevideo, p2pstreaming, online-tv",10000000.0
458,5d245689f82093f85a6efc65,advertising,,2007.0,48.8743443,2.3226888,eXelate,,"{'type': 'Point', 'coordinates': [2.3226888, 48.8743443]}","advertising, data-marketplace, data, online-audiences, segments, behavioral-targeting",32000000.0
459,5d245689f82093f85a6efc66,web,,2006.0,37.351894,-122.085807,SezWho,9.0,"{'type': 'Point', 'coordinates': [-122.085807, 37.351894]}","blog, blogcomments, forum",1000000.0
460,5d245689f82093f85a6efc6a,advertising,,2000.0,40.907974,-73.84179,Quigo,,"{'type': 'Point', 'coordinates': [-73.84179, 40.907974]}","advertising, aol, adnetwork",35000000.0
461,5d245689f82093f85a6efc6b,enterprise,,2006.0,40.718888,-74.001169,Vitrue,,"{'type': 'Point', 'coordinates': [-74.001169, 40.718888]}","social-media, social-media-index, social-advertising, social-media-marketing, social-media-for-brands, marketing, advertising, social-media-platform",33000000.0
462,5d245689f82093f85a6efc6c,enterprise,,2006.0,33.756806,-84.392198,Vitrue,,"{'type': 'Point', 'coordinates': [-84.392198, 33.756806]}","social-media, social-media-index, social-advertising, social-media-marketing, social-media-for-brands, marketing, advertising, social-media-platform",33000000.0
463,5d245689f82093f85a6efc6d,web,,2007.0,37.786906,-122.397672,Disqus,43.0,"{'type': 'Point', 'coordinates': [-122.397672, 37.786906]}","content-advertising, native-advertising, forum, blogcomments, blog, y-combinator, comments, community, platform",10500000.0
464,5d245689f82093f85a6efc6e,mobile,,2005.0,47.607065,-122.335373,Pelago,,"{'type': 'Point', 'coordinates': [-122.335373, 47.607065]}","socialnetwork, reviews, maps, mobile, gps",22400000.0
465,5d245689f82093f85a6efc70,ecommerce,,,30.288653,-97.822884,Shangby,,"{'type': 'Point', 'coordinates': [-97.822884, 30.288653]}","e-commerce, onlineshopping",1000000.0
466,5d245689f82093f85a6efc71,advertising,,2006.0,40.755446,-73.980246,Peer39,50.0,"{'type': 'Point', 'coordinates': [-73.980246, 40.755446]}",,29900000.0
467,5d245689f82093f85a6efc72,games_video,2008.0,,37.548482,-122.320534,Akimbo,,"{'type': 'Point', 'coordinates': [-122.320534, 37.548482]}",ondemandvideo,35700000.0
468,5d245689f82093f85a6efc74,advertising,,2005.0,43.65455,-79.364013,mDialog,,"{'type': 'Point', 'coordinates': [-79.364013, 43.65455]}",,8150000.0
469,5d245689f82093f85a6efc75,enterprise,,,40.015733,-105.275027,HiveLive,,"{'type': 'Point', 'coordinates': [-105.275027, 40.015733]}","socialnetworking, b2b, blog, wiki, forum",8950000.0
470,5d245689f82093f85a6efc7c,search,,2005.0,52.195668,0.130647,Evi,25.0,"{'type': 'Point', 'coordinates': [0.130647, 52.195668]}","search, naturallanguage, semantic, searchengine",3253444.0
471,5d245689f82093f85a6efc7d,web,,2006.0,52.523402,13.398694,Plazes,15.0,"{'type': 'Point', 'coordinates': [13.398694, 52.523402]}","places, maps, social, community, location, geo-presence",4149550.0
472,5d245689f82093f85a6efc7e,web,,2002.0,43.650168,-79.37621,Casero,,"{'type': 'Point', 'coordinates': [-79.37621, 43.650168]}",broadband,13300000.0
473,5d245689f82093f85a6efc7f,software,,2006.0,40.7550005,-73.9717364,Vringo,,"{'type': 'Point', 'coordinates': [-73.9717364, 40.7550005]}","video, ringtones, mobile, phones",37000000.0
474,5d245689f82093f85a6efc80,web,,2006.0,32.0554,34.7595,Yedda,5.0,"{'type': 'Point', 'coordinates': [34.7595, 32.0554]}","questions, answers, q-a, aol",2500000.0
475,5d245689f82093f85a6efc82,web,2011.0,2004.0,47.603327,-122.334983,Faves,7.0,"{'type': 'Point', 'coordinates': [-122.334983, 47.603327]}","bookmark, socialbookmark, bluedot",1500000.0
476,5d245689f82093f85a6efc83,web,2009.0,,37.09024,-95.712891,TeeBeeDee,,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}",,4800000.0
477,5d245689f82093f85a6efc84,web,2012.0,2005.0,37.384239,-122.012475,Minekey,7.0,"{'type': 'Point', 'coordinates': [-122.012475, 37.384239]}",,3600000.0
478,5d245689f82093f85a6efc85,advertising,,2006.0,37.794643,-122.401144,BrightRoll,,"{'type': 'Point', 'coordinates': [-122.401144, 37.794643]}","adnetwork, advertising, preroll, overlay, videoad, online-video-advertising, online-advertising, video",46000000.0
479,5d245689f82093f85a6efc86,consulting,,2000.0,42.346743,-71.076632,Compete,0.0,"{'type': 'Point', 'coordinates': [-71.076632, 42.346743]}","analytics, web-analytics, competitive-intelligence, market-research, business-intelligence, data, consumer-behavior-research",33000000.0
480,5d245689f82093f85a6efc89,web,2008.0,,37.762162,-122.413912,Doppelganger,,"{'type': 'Point', 'coordinates': [-122.413912, 37.762162]}",,11000000.0
481,5d245689f82093f85a6efc8a,web,,2007.0,37.838225,-122.296411,RepairPal,25.0,"{'type': 'Point', 'coordinates': [-122.296411, 37.838225]}",,21300000.0
482,5d245689f82093f85a6efc8c,software,,2006.0,39.738499,-105.158645,TrackVia,,"{'type': 'Point', 'coordinates': [-105.158645, 39.738499]}","database, onlinedatabase, webdatabase",9020000.0
483,5d245689f82093f85a6efc8d,software,,2006.0,55.6839208,12.571492,Zmags,95.0,"{'type': 'Point', 'coordinates': [12.571492, 55.6839208]}","epublishing, rich-media, mobile-publishing, flash-publication, digital-magazine, online-magazine, digital-catalog, online-catalog, pdf-to-flash, page-flipping, digital-publishing, page-turning-software",20800000.0
484,5d245689f82093f85a6efc8f,software,,2006.0,51.5111369,-0.1247662,Zmags,95.0,"{'type': 'Point', 'coordinates': [-0.1247662, 51.5111369]}","epublishing, rich-media, mobile-publishing, flash-publication, digital-magazine, online-magazine, digital-catalog, online-catalog, pdf-to-flash, page-flipping, digital-publishing, page-turning-software",20800000.0
485,5d245689f82093f85a6efc90,advertising,,2004.0,37.512253,-122.201099,Turn,,"{'type': 'Point', 'coordinates': [-122.201099, 37.512253]}","real-time-bidding, rtb, roi-optimizer, search, digital-campaigns, privacy-compliance, turn-media-platform",61100000.0
486,5d245689f82093f85a6efc91,enterprise,2012.0,2010.0,45.5049305,-73.5681635,Needium,15.0,"{'type': 'Point', 'coordinates': [-73.5681635, 45.5049305]}","local, search, blogs, social-media, social-networks, activity-streams, feeds",1000000.0
487,5d245689f82093f85a6efc94,advertising,,2006.0,37.7726402,-122.4099154,Podaddies,,"{'type': 'Point', 'coordinates': [-122.4099154, 37.7726402]}","video-advertising, software-platform",1000000.0
488,5d245689f82093f85a6efc95,advertising,,2007.0,37.636288,-122.42689,Yieldex,,"{'type': 'Point', 'coordinates': [-122.42689, 37.636288]}",,18500000.0
489,5d245689f82093f85a6efc96,mobile,,2005.0,37.384717,-122.081625,Loopt,,"{'type': 'Point', 'coordinates': [-122.081625, 37.384717]}","mobile, socialnetworking, location",32000000.0
490,5d245689f82093f85a6efc98,advertising,,,37.78554,-122.396689,Adteractive,,"{'type': 'Point', 'coordinates': [-122.396689, 37.78554]}",advertising,5100000.0
491,5d245689f82093f85a6efc99,advertising,,2006.0,37.530893,-122.245087,MyBuys,120.0,"{'type': 'Point', 'coordinates': [-122.245087, 37.530893]}","personalization, mobile, social, recommendations, email, ads, remarketing, display, media",40800000.0
492,5d245689f82093f85a6efc9a,games_video,,,34.152826,-118.465582,Fix8,,"{'type': 'Point', 'coordinates': [-118.465582, 34.152826]}","avatar, video-im, im, video",5000000.0
493,5d245689f82093f85a6efc9b,advertising,,2006.0,42.277416,-83.733276,MyBuys,120.0,"{'type': 'Point', 'coordinates': [-83.733276, 42.277416]}","personalization, mobile, social, recommendations, email, ads, remarketing, display, media",40800000.0
494,5d245689f82093f85a6efc9d,advertising,,,37.446407,-122.159712,Peerflix,,"{'type': 'Point', 'coordinates': [-122.159712, 37.446407]}","movies, advertising",10000000.0
495,5d245689f82093f85a6efca0,advertising,,,37.549475,-122.316982,BlackArrow,60.0,"{'type': 'Point', 'coordinates': [-122.316982, 37.549475]}",,59800000.0
496,5d245689f82093f85a6efca3,web,,2004.0,33.982431,-118.426707,StreetFire,12.0,"{'type': 'Point', 'coordinates': [-118.426707, 33.982431]}","car, cars, online-community, auto, automotive, enthusiasts, video, videos, photo, photos",7900000.0
497,5d245689f82093f85a6efca7,finance,,1996.0,40.707645,-74.010816,TheStreet,,"{'type': 'Point', 'coordinates': [-74.010816, 40.707645]}",,3100000.0
498,5d245689f82093f85a6efca8,advertising,,1996.0,40.323902,-111.68192,Omniture,1000.0,"{'type': 'Point', 'coordinates': [-111.68192, 40.323902]}",,25000000.0
499,5d245689f82093f85a6efcab,web,,2005.0,37.399208,-121.97895,Vobile,120.0,"{'type': 'Point', 'coordinates': [-121.97895, 37.399208]}",,10000000.0
500,5d245689f82093f85a6efcad,advertising,,2005.0,37.09024,-95.712891,Vivox,,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}","voip, mmo",22600000.0
501,5d245689f82093f85a6efcaf,software,,1999.0,32.903248,-117.175733,Verimatrix,100.0,"{'type': 'Point', 'coordinates': [-117.175733, 32.903248]}",,46800000.0
502,5d245689f82093f85a6efcb0,ecommerce,,2006.0,37.385216,-121.972128,Billeo,,"{'type': 'Point', 'coordinates': [-121.972128, 37.385216]}","moneymanagement, billpayment, money-management, online-bill-pay, shopping-assistant, splendid-search, password-assistant, password-management, personal-finance, personal-finance-management, bill-pay-assistant, receipt-save, paperless, online-banking",15300000.0
503,5d245689f82093f85a6efcb1,web,,1999.0,37.09024,-95.712891,HowStuffWorks,,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}",,75000000.0
504,5d245689f82093f85a6efcb2,ecommerce,,2006.0,37.4069445,-121.9797628,Billeo,,"{'type': 'Point', 'coordinates': [-121.9797628, 37.4069445]}","moneymanagement, billpayment, money-management, online-bill-pay, shopping-assistant, splendid-search, password-assistant, password-management, personal-finance, personal-finance-management, bill-pay-assistant, receipt-save, paperless, online-banking",15300000.0
505,5d245689f82093f85a6efcb7,mobile,,2007.0,37.09024,-95.712891,GeoSentric,,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}",,24100000.0
506,5d245689f82093f85a6efcba,web,,2006.0,47.620716,-122.347533,RealSelf,23.0,"{'type': 'Point', 'coordinates': [-122.347533, 47.620716]}","beauty, health-2-0, plastic-surgery, dermatology, dental, lifestyle, doctors, medical, social-media, reviews, ratings",1950000.0
507,5d245689f82093f85a6efcbb,games_video,,1999.0,39.105555,-77.179772,ZeniMax,,"{'type': 'Point', 'coordinates': [-77.179772, 39.105555]}",,586000000.0
508,5d245689f82093f85a6efcc2,games_video,2009.0,,37.862592,-122.493561,Blowtorch,,"{'type': 'Point', 'coordinates': [-122.493561, 37.862592]}","entertainment, movies, filmstudio",50000000.0
509,5d245689f82093f85a6efcc4,messaging,,2006.0,52.146853,-1.721287,Blyk,100.0,"{'type': 'Point', 'coordinates': [-1.721287, 52.146853]}","mobile-advertising, messaging, mobile-marketing, mobile-social-networks, engagement, young-people, uk, india, pekka-ala-pietila, antti-ohrling",97570500.0
510,5d245689f82093f85a6efcc5,web,,2007.0,37.803847,-122.402468,GameLayers,5.0,"{'type': 'Point', 'coordinates': [-122.402468, 37.803847]}","extension, firefox, game, passive, multiplayer",2000000.0
511,5d245689f82093f85a6efcc7,web,2006.0,2004.0,47.620716,-122.347533,Zoji,,"{'type': 'Point', 'coordinates': [-122.347533, 47.620716]}","eventplanning, socialevents, invites, meetups",1500000.0
512,5d245689f82093f85a6efcc8,music,,2006.0,42.591704,-71.319348,OurStage,1.0,"{'type': 'Point', 'coordinates': [-71.319348, 42.591704]}","music, indie-music, video, audio-streaming, music-fans, recording-series, music-competitions, music-promotion, music-community, online-community, independent-artists, music-opportunities, independent-music",29900000.0
513,5d245689f82093f85a6efcc9,mobile,,2006.0,33.999004,-118.472297,Mogreet,30.0,"{'type': 'Point', 'coordinates': [-118.472297, 33.999004]}","mobile, mobile-marketing, mms, sms, mobile-advertising, wireless, advertising, marketing",14000000.0
514,5d245689f82093f85a6efcca,enterprise,,2004.0,40.987453,-73.741649,Worktopia,,"{'type': 'Point', 'coordinates': [-73.741649, 40.987453]}",meetings,10400000.0
515,5d245689f82093f85a6efcce,web,,2007.0,38.984172,-77.095965,WEbook,10.0,"{'type': 'Point', 'coordinates': [-77.095965, 38.984172]}","online-publishing, cooperative-writing, socia-publishing, selfpublishing",5000000.0
516,5d245689f82093f85a6efcd2,sports,,2000.0,33.754487,-84.389663,beRecruited,,"{'type': 'Point', 'coordinates': [-84.389663, 33.754487]}","recruiting, college, highschool, athletes, sports, network, networking, education, athletics, blog, ncaa",1200000.0
517,5d245689f82093f85a6efcd4,enterprise,,2005.0,37.5583159,-122.2862187,LucidEra,40.0,"{'type': 'Point', 'coordinates': [-122.2862187, 37.5583159]}","saas-bi, saas-business-intelligence, business-intelligence, analytic-applications, sales-analytics",15600000.0
518,5d245689f82093f85a6efcd5,software,,2003.0,37.78274,-122.390945,Splunk,500.0,"{'type': 'Point', 'coordinates': [-122.390945, 37.78274]}",,40000000.0
519,5d245689f82093f85a6efcd6,security,,2005.0,37.520592,-122.255907,TrustedID,120.0,"{'type': 'Point', 'coordinates': [-122.255907, 37.520592]}",,25000000.0
520,5d245689f82093f85a6efcd7,web,,,40.349854,-74.660287,Phanfare,,"{'type': 'Point', 'coordinates': [-74.660287, 40.349854]}",photo-sharing,5000000.0
521,5d245689f82093f85a6efcd8,games_video,,,40.099703,-75.39599,RedLasso,,"{'type': 'Point', 'coordinates': [-75.39599, 40.099703]}","radio, tv, clips, share",6510551.0
522,5d245689f82093f85a6efcd9,software,2011.0,2005.0,42.405685,-71.255857,xkoto,45.0,"{'type': 'Point', 'coordinates': [-71.255857, 42.405685]}",,11000000.0
523,5d245689f82093f85a6efcdd,photo_video,,2006.0,31.2006566,121.4384701,Youku,,"{'type': 'Point', 'coordinates': [121.4384701, 31.2006566]}",,120000000.0
524,5d245689f82093f85a6efce0,search,,2005.0,37.8454819,-122.296342,Seeqpod,25.0,"{'type': 'Point', 'coordinates': [-122.296342, 37.8454819]}","musicsearch, music, search",7000000.0
525,5d245689f82093f85a6efce3,enterprise,2012.0,2007.0,40.755861,-73.996272,SeeToo,,"{'type': 'Point', 'coordinates': [-73.996272, 40.755861]}","videochat, chatrooms, video, chat",1000000.0
526,5d245689f82093f85a6efce7,other,,2005.0,47.598968,-122.332904,Snapvine,20.0,"{'type': 'Point', 'coordinates': [-122.332904, 47.598968]}","voicemail, voicemessage, voice, phone",12000000.0
527,5d245689f82093f85a6efce9,web,2011.0,,37.425591,-122.145416,Qwaq,,"{'type': 'Point', 'coordinates': [-122.145416, 37.425591]}","virtualenvironment, virtualcollaboration",7000000.0
528,5d245689f82093f85a6efcea,network_hosting,,2007.0,39.935819,-74.909185,CollegeFanz,,"{'type': 'Point', 'coordinates': [-74.909185, 39.935819]}","socialnetwork, sports, college",2500000.0
529,5d245689f82093f85a6efceb,music,,2007.0,40.7473113,-73.9549182,Songza,,"{'type': 'Point', 'coordinates': [-73.9549182, 40.7473113]}","songsearchengine, musicsearch, jukebox, music, korn",6700000.0
530,5d245689f82093f85a6efced,web,2011.0,2005.0,51.511599,-0.126389,betNOW,,"{'type': 'Point', 'coordinates': [-0.126389, 51.511599]}",bet,5000000.0
531,5d245689f82093f85a6efcee,advertising,,2005.0,40.742459,-73.9918126,Yodle,1000.0,"{'type': 'Point', 'coordinates': [-73.9918126, 40.742459]}","local-marketing, local-online-marketing, online-marketing, search-engine-optimization, paid-search-advertising, local-search, local-online-advertising, online-advertising, small-businesses, local-businesses, review-management, display-advertising, mobile-",40000000.0
532,5d245689f82093f85a6efcef,advertising,,2005.0,30.378658,-97.731249,Yodle,1000.0,"{'type': 'Point', 'coordinates': [-97.731249, 30.378658]}","local-marketing, local-online-marketing, online-marketing, search-engine-optimization, paid-search-advertising, local-search, local-online-advertising, online-advertising, small-businesses, local-businesses, review-management, display-advertising, mobile-",40000000.0
533,5d245689f82093f85a6efcf0,games_video,,2006.0,40.606061,-73.822331,Motionbox,,"{'type': 'Point', 'coordinates': [-73.822331, 40.606061]}","video, video-sharing, video-hosting, video-editing, video-streaming, personal-video, videography",17200000.0
