,DownVotes,Outlier,Reputation,UpVotes,Views,postId,userId
1256,126,Reputation,14082,4235,3320,2741,88
1257,126,Reputation,14082,4235,3320,2798,88
1258,126,Reputation,14082,4235,3320,3011,88
1259,126,Reputation,14082,4235,3320,3012,88
1260,126,Reputation,14082,4235,3320,3013,88
1261,126,Reputation,14082,4235,3320,3014,88
1262,126,Reputation,14082,4235,3320,3015,88
1263,126,Reputation,14082,4235,3320,3016,88
1264,126,Reputation,14082,4235,3320,3017,88
1265,126,Reputation,14082,4235,3320,3018,88
1266,126,Reputation,14082,4235,3320,3019,88
1267,126,Reputation,14082,4235,3320,3050,88
1268,126,Reputation,14082,4235,3320,3073,88
1269,126,Reputation,14082,4235,3320,3074,88
1270,126,Reputation,14082,4235,3320,3076,88
1271,126,Reputation,14082,4235,3320,3237,88
1272,126,Reputation,14082,4235,3320,3284,88
1273,126,Reputation,14082,4235,3320,3382,88
1274,126,Reputation,14082,4235,3320,3437,88
1275,126,Reputation,14082,4235,3320,3452,88
1276,126,Reputation,14082,4235,3320,3515,88
1277,126,Reputation,14082,4235,3320,3674,88
1278,126,Reputation,14082,4235,3320,3740,88
1279,126,Reputation,14082,4235,3320,3800,88
1280,126,Reputation,14082,4235,3320,3801,88
1281,126,Reputation,14082,4235,3320,3940,88
1282,126,Reputation,14082,4235,3320,3941,88
1283,126,Reputation,14082,4235,3320,3949,88
1284,126,Reputation,14082,4235,3320,3954,88
1285,126,Reputation,14082,4235,3320,3956,88
1286,126,Reputation,14082,4235,3320,4006,88
1287,126,Reputation,14082,4235,3320,4020,88
1288,126,Reputation,14082,4235,3320,4026,88
1289,126,Reputation,14082,4235,3320,4064,88
1290,126,Reputation,14082,4235,3320,4211,88
1291,126,Reputation,14082,4235,3320,4438,88
1292,126,Reputation,14082,4235,3320,4481,88
1293,126,Reputation,14082,4235,3320,4562,88
1294,126,Reputation,14082,4235,3320,4587,88
1295,126,Reputation,14082,4235,3320,4714,88
1296,126,Reputation,14082,4235,3320,4819,88
1297,126,Reputation,14082,4235,3320,4845,88
1298,126,Reputation,14082,4235,3320,4847,88
1299,126,Reputation,14082,4235,3320,4874,88
1300,126,Reputation,14082,4235,3320,4880,88
1301,126,Reputation,14082,4235,3320,5094,88
1302,126,Reputation,14082,4235,3320,5099,88
1303,126,Reputation,14082,4235,3320,5113,88
1304,126,Reputation,14082,4235,3320,5140,88
1305,126,Reputation,14082,4235,3320,5243,88
1306,126,Reputation,14082,4235,3320,5311,88
1307,126,Reputation,14082,4235,3320,5379,88
1308,126,Reputation,14082,4235,3320,5574,88
1309,126,Reputation,14082,4235,3320,5575,88
1310,126,Reputation,14082,4235,3320,5648,88
1311,126,Reputation,14082,4235,3320,5701,88
1312,126,Reputation,14082,4235,3320,5812,88
1313,126,Reputation,14082,4235,3320,6029,88
1314,126,Reputation,14082,4235,3320,6030,88
1315,126,Reputation,14082,4235,3320,6100,88
1316,126,Reputation,14082,4235,3320,6136,88
1317,126,Reputation,14082,4235,3320,6137,88
1318,126,Reputation,14082,4235,3320,6161,88
1319,126,Reputation,14082,4235,3320,6190,88
1320,126,Reputation,14082,4235,3320,6273,88
1321,126,Reputation,14082,4235,3320,6298,88
1322,126,Reputation,14082,4235,3320,6419,88
1323,126,Reputation,14082,4235,3320,6451,88
1324,126,Reputation,14082,4235,3320,6595,88
1325,126,Reputation,14082,4235,3320,7215,88
1326,126,Reputation,14082,4235,3320,7222,88
1327,126,Reputation,14082,4235,3320,7304,88
1328,126,Reputation,14082,4235,3320,7324,88
1329,126,Reputation,14082,4235,3320,7349,88
1330,126,Reputation,14082,4235,3320,7622,88
1331,126,Reputation,14082,4235,3320,7858,88
1332,126,Reputation,14082,4235,3320,7904,88
1333,126,Reputation,14082,4235,3320,7905,88
1334,126,Reputation,14082,4235,3320,7965,88
1335,126,Reputation,14082,4235,3320,8077,88
1336,126,Reputation,14082,4235,3320,8362,88
1337,126,Reputation,14082,4235,3320,8650,88
1338,126,Reputation,14082,4235,3320,8831,88
1339,126,Reputation,14082,4235,3320,8914,88
1340,126,Reputation,14082,4235,3320,8919,88
1341,126,Reputation,14082,4235,3320,8978,88
1342,126,Reputation,14082,4235,3320,9084,88
1343,126,Reputation,14082,4235,3320,9133,88
1344,126,Reputation,14082,4235,3320,9163,88
1345,126,Reputation,14082,4235,3320,9328,88
1346,126,Reputation,14082,4235,3320,9371,88
1347,126,Reputation,14082,4235,3320,9373,88
1348,126,Reputation,14082,4235,3320,9374,88
1349,126,Reputation,14082,4235,3320,9644,88
1350,126,Reputation,14082,4235,3320,9777,88
1351,126,Reputation,14082,4235,3320,9901,88
1352,126,Reputation,14082,4235,3320,9946,88
1353,126,Reputation,14082,4235,3320,9956,88
1354,126,Reputation,14082,4235,3320,10028,88
1355,126,Reputation,14082,4235,3320,10203,88
1356,126,Reputation,14082,4235,3320,10446,88
1357,126,Reputation,14082,4235,3320,10483,88
1358,126,Reputation,14082,4235,3320,10501,88
1359,126,Reputation,14082,4235,3320,10561,88
1360,126,Reputation,14082,4235,3320,10804,88
1361,126,Reputation,14082,4235,3320,10834,88
1362,126,Reputation,14082,4235,3320,11199,88
1363,126,Reputation,14082,4235,3320,11471,88
1364,126,Reputation,14082,4235,3320,11606,88
1365,126,Reputation,14082,4235,3320,11608,88
1366,126,Reputation,14082,4235,3320,11705,88
1367,126,Reputation,14082,4235,3320,11711,88
1368,126,Reputation,14082,4235,3320,11845,88
1369,126,Reputation,14082,4235,3320,11999,88
1370,126,Reputation,14082,4235,3320,12038,88
1371,126,Reputation,14082,4235,3320,12064,88
1372,126,Reputation,14082,4235,3320,12413,88
1373,126,Reputation,14082,4235,3320,12763,88
1374,126,Reputation,14082,4235,3320,12910,88
1375,126,Reputation,14082,4235,3320,13008,88
1376,126,Reputation,14082,4235,3320,13029,88
1377,126,Reputation,14082,4235,3320,13030,88
1378,126,Reputation,14082,4235,3320,13167,88
1379,126,Reputation,14082,4235,3320,13190,88
1380,126,Reputation,14082,4235,3320,13490,88
1381,126,Reputation,14082,4235,3320,13538,88
1382,126,Reputation,14082,4235,3320,13539,88
1383,126,Reputation,14082,4235,3320,13547,88
1384,126,Reputation,14082,4235,3320,13601,88
1385,126,Reputation,14082,4235,3320,13639,88
1386,126,Reputation,14082,4235,3320,13640,88
1387,126,Reputation,14082,4235,3320,13641,88
1388,126,Reputation,14082,4235,3320,13642,88
1389,126,Reputation,14082,4235,3320,13874,88
1390,126,Reputation,14082,4235,3320,13933,88
1391,126,Reputation,14082,4235,3320,14042,88
1392,126,Reputation,14082,4235,3320,14049,88
1393,126,Reputation,14082,4235,3320,14236,88
1394,126,Reputation,14082,4235,3320,14575,88
1395,126,Reputation,14082,4235,3320,14967,88
1396,126,Reputation,14082,4235,3320,15019,88
1397,126,Reputation,14082,4235,3320,15215,88
1398,126,Reputation,14082,4235,3320,15764,88
1399,126,Reputation,14082,4235,3320,16049,88
1400,126,Reputation,14082,4235,3320,16114,88
1401,126,Reputation,14082,4235,3320,16363,88
1402,126,Reputation,14082,4235,3320,16794,88
1403,126,Reputation,14082,4235,3320,16850,88
1404,126,Reputation,14082,4235,3320,17530,88
1405,126,Reputation,14082,4235,3320,17620,88
1406,126,Reputation,14082,4235,3320,17674,88
1407,126,Reputation,14082,4235,3320,17993,88
1408,126,Reputation,14082,4235,3320,18005,88
1409,126,Reputation,14082,4235,3320,18063,88
1410,126,Reputation,14082,4235,3320,18220,88
1411,126,Reputation,14082,4235,3320,18818,88
1412,126,Reputation,14082,4235,3320,19232,88
1413,126,Reputation,14082,4235,3320,19718,88
1414,126,Reputation,14082,4235,3320,20761,88
1415,126,Reputation,14082,4235,3320,21511,88
1416,126,Reputation,14082,4235,3320,21621,88
1417,126,Reputation,14082,4235,3320,21622,88
1418,126,Reputation,14082,4235,3320,21870,88
1419,126,Reputation,14082,4235,3320,21938,88
1420,126,Reputation,14082,4235,3320,23178,88
1421,126,Reputation,14082,4235,3320,23203,88
1422,126,Reputation,14082,4235,3320,23533,88
1423,126,Reputation,14082,4235,3320,23534,88
1424,126,Reputation,14082,4235,3320,23603,88
1425,126,Reputation,14082,4235,3320,23806,88
1426,126,Reputation,14082,4235,3320,24435,88
1427,126,Reputation,14082,4235,3320,24436,88
1428,126,Reputation,14082,4235,3320,25692,88
1429,126,Reputation,14082,4235,3320,26120,88
1430,126,Reputation,14082,4235,3320,26878,88
1431,126,Reputation,14082,4235,3320,28132,88
1432,126,Reputation,14082,4235,3320,28985,88
1433,126,Reputation,14082,4235,3320,29078,88
1434,126,Reputation,14082,4235,3320,29145,88
1435,126,Reputation,14082,4235,3320,29375,88
1436,126,Reputation,14082,4235,3320,29444,88
1437,126,Reputation,14082,4235,3320,29717,88
1438,126,Reputation,14082,4235,3320,30635,88
1439,126,Reputation,14082,4235,3320,30727,88
1440,126,Reputation,14082,4235,3320,30747,88
1441,126,Reputation,14082,4235,3320,31117,88
1442,126,Reputation,14082,4235,3320,31429,88
1443,126,Reputation,14082,4235,3320,32069,88
1444,126,Reputation,14082,4235,3320,33466,88
1445,126,Reputation,14082,4235,3320,33701,88
1446,126,Reputation,14082,4235,3320,34051,88
1447,126,Reputation,14082,4235,3320,34432,88
1448,126,Reputation,14082,4235,3320,37382,88
1449,126,Reputation,14082,4235,3320,37490,88
1450,126,Reputation,14082,4235,3320,38499,88
1451,126,Reputation,14082,4235,3320,38769,88
1452,126,Reputation,14082,4235,3320,40508,88
1453,126,Reputation,14082,4235,3320,40866,88
1454,126,Reputation,14082,4235,3320,41107,88
1455,126,Reputation,14082,4235,3320,41108,88
1456,126,Reputation,14082,4235,3320,41322,88
1457,126,Reputation,14082,4235,3320,43372,88
1458,126,Reputation,14082,4235,3320,43651,88
1459,126,Reputation,14082,4235,3320,43700,88
1460,126,Reputation,14082,4235,3320,45620,88
1461,126,Reputation,14082,4235,3320,45621,88
1462,126,Reputation,14082,4235,3320,46387,88
1463,126,Reputation,14082,4235,3320,46392,88
1464,126,Reputation,14082,4235,3320,46971,88
1465,126,Reputation,14082,4235,3320,47427,88
1466,126,Reputation,14082,4235,3320,48617,88
1467,126,Reputation,14082,4235,3320,49250,88
1468,126,Reputation,14082,4235,3320,49301,88
1469,126,Reputation,14082,4235,3320,49698,88
1470,126,Reputation,14082,4235,3320,49986,88
1471,126,Reputation,14082,4235,3320,50060,88
1472,126,Reputation,14082,4235,3320,51652,88
1473,126,Reputation,14082,4235,3320,52492,88
1474,126,Reputation,14082,4235,3320,55483,88
1475,126,Reputation,14082,4235,3320,55611,88
1476,126,Reputation,14082,4235,3320,58015,88
1477,126,Reputation,14082,4235,3320,58980,88
1478,126,Reputation,14082,4235,3320,59632,88
1479,126,Reputation,14082,4235,3320,59761,88
1480,126,Reputation,14082,4235,3320,60168,88
1481,126,Reputation,14082,4235,3320,63297,88
1482,126,Reputation,14082,4235,3320,74473,88
1483,126,Reputation,14082,4235,3320,77180,88
1484,126,Reputation,14082,4235,3320,77476,88
1485,126,Reputation,14082,4235,3320,78646,88
1486,126,Reputation,14082,4235,3320,85522,88
1487,126,Reputation,14082,4235,3320,86138,88
1488,126,Reputation,14082,4235,3320,88906,88
1489,126,Reputation,14082,4235,3320,90653,88
1490,126,Reputation,14082,4235,3320,93093,88
1491,126,Reputation,14082,4235,3320,93923,88
1492,126,Reputation,14082,4235,3320,105458,88
1493,126,Reputation,14082,4235,3320,111142,88
1733,59,Reputation,18283,1014,3781,167,159
1734,59,Reputation,18283,1014,3781,169,159
1735,59,Reputation,18283,1014,3781,171,159
1736,59,Reputation,18283,1014,3781,174,159
1737,59,Reputation,18283,1014,3781,177,159
1738,59,Reputation,18283,1014,3781,179,159
1739,59,Reputation,18283,1014,3781,181,159
1740,59,Reputation,18283,1014,3781,184,159
1741,59,Reputation,18283,1014,3781,213,159
1742,59,Reputation,18283,1014,3781,221,159
1743,59,Reputation,18283,1014,3781,229,159
1744,59,Reputation,18283,1014,3781,261,159
1745,59,Reputation,18283,1014,3781,370,159
1746,59,Reputation,18283,1014,3781,530,159
1747,59,Reputation,18283,1014,3781,531,159
1748,59,Reputation,18283,1014,3781,532,159
1749,59,Reputation,18283,1014,3781,534,159
1750,59,Reputation,18283,1014,3781,541,159
1751,59,Reputation,18283,1014,3781,587,159
1752,59,Reputation,18283,1014,3781,610,159
1753,59,Reputation,18283,1014,3781,622,159
1754,59,Reputation,18283,1014,3781,625,159
1755,59,Reputation,18283,1014,3781,729,159
1756,59,Reputation,18283,1014,3781,730,159
1757,59,Reputation,18283,1014,3781,862,159
1758,59,Reputation,18283,1014,3781,872,159
1759,59,Reputation,18283,1014,3781,883,159
1760,59,Reputation,18283,1014,3781,1026,159
1761,59,Reputation,18283,1014,3781,1055,159
1762,59,Reputation,18283,1014,3781,1086,159
1763,59,Reputation,18283,1014,3781,1150,159
1764,59,Reputation,18283,1014,3781,1153,159
1765,59,Reputation,18283,1014,3781,1158,159
1766,59,Reputation,18283,1014,3781,1161,159
1767,59,Reputation,18283,1014,3781,1206,159
1768,59,Reputation,18283,1014,3781,1214,159
1769,59,Reputation,18283,1014,3781,1216,159
1770,59,Reputation,18283,1014,3781,1277,159
1771,59,Reputation,18283,1014,3781,1295,159
1772,59,Reputation,18283,1014,3781,1382,159
1773,59,Reputation,18283,1014,3781,1428,159
1774,59,Reputation,18283,1014,3781,1442,159
1775,59,Reputation,18283,1014,3781,1444,159
1776,59,Reputation,18283,1014,3781,1472,159
1777,59,Reputation,18283,1014,3781,1497,159
1778,59,Reputation,18283,1014,3781,1570,159
1779,59,Reputation,18283,1014,3781,1585,159
1780,59,Reputation,18283,1014,3781,1630,159
1781,59,Reputation,18283,1014,3781,1639,159
1782,59,Reputation,18283,1014,3781,1647,159
1783,59,Reputation,18283,1014,3781,1720,159
1784,59,Reputation,18283,1014,3781,1774,159
1785,59,Reputation,18283,1014,3781,1806,159
1786,59,Reputation,18283,1014,3781,1938,159
1787,59,Reputation,18283,1014,3781,2204,159
1788,59,Reputation,18283,1014,3781,2292,159
1789,59,Reputation,18283,1014,3781,2330,159
1790,59,Reputation,18283,1014,3781,2367,159
1791,59,Reputation,18283,1014,3781,2387,159
1792,59,Reputation,18283,1014,3781,2724,159
1793,59,Reputation,18283,1014,3781,2924,159
1794,59,Reputation,18283,1014,3781,3002,159
1795,59,Reputation,18283,1014,3781,3032,159
1796,59,Reputation,18283,1014,3781,3128,159
1797,59,Reputation,18283,1014,3781,3129,159
1798,59,Reputation,18283,1014,3781,3184,159
1799,59,Reputation,18283,1014,3781,3189,159
1800,59,Reputation,18283,1014,3781,3190,159
1801,59,Reputation,18283,1014,3781,3224,159
1802,59,Reputation,18283,1014,3781,3255,159
1803,59,Reputation,18283,1014,3781,3408,159
1804,59,Reputation,18283,1014,3781,3543,159
1805,59,Reputation,18283,1014,3781,3553,159
1806,59,Reputation,18283,1014,3781,3581,159
1807,59,Reputation,18283,1014,3781,3617,159
1808,59,Reputation,18283,1014,3781,3733,159
1809,59,Reputation,18283,1014,3781,3752,159
1810,59,Reputation,18283,1014,3781,3870,159
1811,59,Reputation,18283,1014,3781,4096,159
1812,59,Reputation,18283,1014,3781,4103,159
1813,59,Reputation,18283,1014,3781,4149,159
1814,59,Reputation,18283,1014,3781,4156,159
1815,59,Reputation,18283,1014,3781,4372,159
1816,59,Reputation,18283,1014,3781,4378,159
1817,59,Reputation,18283,1014,3781,4415,159
1818,59,Reputation,18283,1014,3781,4433,159
1819,59,Reputation,18283,1014,3781,4490,159
1820,59,Reputation,18283,1014,3781,4586,159
1821,59,Reputation,18283,1014,3781,4716,159
1822,59,Reputation,18283,1014,3781,5176,159
1823,59,Reputation,18283,1014,3781,5177,159
1824,59,Reputation,18283,1014,3781,5496,159
1825,59,Reputation,18283,1014,3781,5497,159
1826,59,Reputation,18283,1014,3781,5498,159
1827,59,Reputation,18283,1014,3781,5830,159
1828,59,Reputation,18283,1014,3781,6332,159
1829,59,Reputation,18283,1014,3781,6333,159
1830,59,Reputation,18283,1014,3781,6476,159
1831,59,Reputation,18283,1014,3781,6500,159
1832,59,Reputation,18283,1014,3781,6596,159
1833,59,Reputation,18283,1014,3781,6973,159
1834,59,Reputation,18283,1014,3781,7038,159
1835,59,Reputation,18283,1014,3781,7828,159
1836,59,Reputation,18283,1014,3781,8398,159
1837,59,Reputation,18283,1014,3781,8474,159
1838,59,Reputation,18283,1014,3781,8751,159
1839,59,Reputation,18283,1014,3781,9078,159
1840,59,Reputation,18283,1014,3781,9119,159
1841,59,Reputation,18283,1014,3781,9144,159
1842,59,Reputation,18283,1014,3781,9476,159
1843,59,Reputation,18283,1014,3781,10968,159
1844,59,Reputation,18283,1014,3781,11649,159
1845,59,Reputation,18283,1014,3781,12737,159
1846,59,Reputation,18283,1014,3781,13227,159
1847,59,Reputation,18283,1014,3781,13228,159
1848,59,Reputation,18283,1014,3781,13530,159
1849,59,Reputation,18283,1014,3781,13574,159
1850,59,Reputation,18283,1014,3781,14252,159
1851,59,Reputation,18283,1014,3781,14779,159
1852,59,Reputation,18283,1014,3781,14780,159
1853,59,Reputation,18283,1014,3781,14923,159
1854,59,Reputation,18283,1014,3781,15492,159
1855,59,Reputation,18283,1014,3781,16431,159
1856,59,Reputation,18283,1014,3781,17089,159
1857,59,Reputation,18283,1014,3781,17187,159
1858,59,Reputation,18283,1014,3781,17406,159
1859,59,Reputation,18283,1014,3781,17691,159
1860,59,Reputation,18283,1014,3781,17783,159
1861,59,Reputation,18283,1014,3781,17872,159
1862,59,Reputation,18283,1014,3781,18107,159
1863,59,Reputation,18283,1014,3781,18326,159
1864,59,Reputation,18283,1014,3781,19658,159
1865,59,Reputation,18283,1014,3781,20384,159
1866,59,Reputation,18283,1014,3781,21376,159
1867,59,Reputation,18283,1014,3781,22194,159
1868,59,Reputation,18283,1014,3781,22758,159
1869,59,Reputation,18283,1014,3781,23033,159
1870,59,Reputation,18283,1014,3781,23034,159
1871,59,Reputation,18283,1014,3781,23123,159
1872,59,Reputation,18283,1014,3781,23125,159
1873,59,Reputation,18283,1014,3781,23916,159
1874,59,Reputation,18283,1014,3781,23918,159
1875,59,Reputation,18283,1014,3781,24113,159
1876,59,Reputation,18283,1014,3781,24361,159
1877,59,Reputation,18283,1014,3781,24468,159
1878,59,Reputation,18283,1014,3781,24610,159
1879,59,Reputation,18283,1014,3781,24665,159
1880,59,Reputation,18283,1014,3781,25330,159
1881,59,Reputation,18283,1014,3781,25810,159
1882,59,Reputation,18283,1014,3781,26718,159
1883,59,Reputation,18283,1014,3781,26931,159
1884,59,Reputation,18283,1014,3781,27006,159
1885,59,Reputation,18283,1014,3781,27070,159
1886,59,Reputation,18283,1014,3781,27327,159
1887,59,Reputation,18283,1014,3781,27328,159
1888,59,Reputation,18283,1014,3781,27716,159
1889,59,Reputation,18283,1014,3781,28430,159
1890,59,Reputation,18283,1014,3781,28496,159
1891,59,Reputation,18283,1014,3781,28591,159
1892,59,Reputation,18283,1014,3781,29339,159
1893,59,Reputation,18283,1014,3781,29442,159
1894,59,Reputation,18283,1014,3781,29450,159
1895,59,Reputation,18283,1014,3781,30208,159
1896,59,Reputation,18283,1014,3781,30225,159
1897,59,Reputation,18283,1014,3781,30575,159
1898,59,Reputation,18283,1014,3781,31026,159
1899,59,Reputation,18283,1014,3781,31093,159
1900,59,Reputation,18283,1014,3781,31500,159
1901,59,Reputation,18283,1014,3781,32003,159
1902,59,Reputation,18283,1014,3781,32197,159
1903,59,Reputation,18283,1014,3781,32764,159
1904,59,Reputation,18283,1014,3781,32799,159
1905,59,Reputation,18283,1014,3781,32800,159
1906,59,Reputation,18283,1014,3781,32806,159
1907,59,Reputation,18283,1014,3781,32887,159
1908,59,Reputation,18283,1014,3781,32908,159
1909,59,Reputation,18283,1014,3781,33958,159
1910,59,Reputation,18283,1014,3781,34116,159
1911,59,Reputation,18283,1014,3781,34191,159
1912,59,Reputation,18283,1014,3781,34408,159
1913,59,Reputation,18283,1014,3781,34411,159
1914,59,Reputation,18283,1014,3781,34503,159
1915,59,Reputation,18283,1014,3781,35329,159
1916,59,Reputation,18283,1014,3781,37462,159
1917,59,Reputation,18283,1014,3781,38256,159
1918,59,Reputation,18283,1014,3781,41072,159
1919,59,Reputation,18283,1014,3781,43376,159
1920,59,Reputation,18283,1014,3781,43377,159
1921,59,Reputation,18283,1014,3781,43631,159
1922,59,Reputation,18283,1014,3781,44074,159
1923,59,Reputation,18283,1014,3781,44388,159
1924,59,Reputation,18283,1014,3781,44765,159
1925,59,Reputation,18283,1014,3781,44767,159
1926,59,Reputation,18283,1014,3781,44975,159
1927,59,Reputation,18283,1014,3781,45039,159
1928,59,Reputation,18283,1014,3781,45040,159
1929,59,Reputation,18283,1014,3781,45531,159
1930,59,Reputation,18283,1014,3781,46279,159
1931,59,Reputation,18283,1014,3781,46495,159
1932,59,Reputation,18283,1014,3781,47558,159
1933,59,Reputation,18283,1014,3781,47559,159
1934,59,Reputation,18283,1014,3781,47733,159
1935,59,Reputation,18283,1014,3781,48296,159
1936,59,Reputation,18283,1014,3781,48489,159
1937,59,Reputation,18283,1014,3781,49041,159
1938,59,Reputation,18283,1014,3781,50766,159
1939,59,Reputation,18283,1014,3781,52465,159
1940,59,Reputation,18283,1014,3781,52466,159
1941,59,Reputation,18283,1014,3781,52554,159
1942,59,Reputation,18283,1014,3781,52872,159
1943,59,Reputation,18283,1014,3781,53291,159
1944,59,Reputation,18283,1014,3781,55197,159
1945,59,Reputation,18283,1014,3781,55429,159
1946,59,Reputation,18283,1014,3781,55985,159
1947,59,Reputation,18283,1014,3781,55995,159
1948,59,Reputation,18283,1014,3781,56004,159
1949,59,Reputation,18283,1014,3781,56588,159
1950,59,Reputation,18283,1014,3781,57574,159
1951,59,Reputation,18283,1014,3781,57761,159
1952,59,Reputation,18283,1014,3781,58854,159
1953,59,Reputation,18283,1014,3781,59070,159
1954,59,Reputation,18283,1014,3781,59200,159
1955,59,Reputation,18283,1014,3781,59249,159
1956,59,Reputation,18283,1014,3781,59273,159
1957,59,Reputation,18283,1014,3781,59354,159
1958,59,Reputation,18283,1014,3781,60693,159
1959,59,Reputation,18283,1014,3781,61322,159
1960,59,Reputation,18283,1014,3781,61844,159
1961,59,Reputation,18283,1014,3781,61891,159
1962,59,Reputation,18283,1014,3781,61892,159
1963,59,Reputation,18283,1014,3781,62197,159
1964,59,Reputation,18283,1014,3781,62609,159
1965,59,Reputation,18283,1014,3781,62925,159
1966,59,Reputation,18283,1014,3781,63020,159
1967,59,Reputation,18283,1014,3781,63741,159
1968,59,Reputation,18283,1014,3781,63742,159
1969,59,Reputation,18283,1014,3781,64908,159
1970,59,Reputation,18283,1014,3781,64910,159
1971,59,Reputation,18283,1014,3781,64915,159
1972,59,Reputation,18283,1014,3781,65485,159
1973,59,Reputation,18283,1014,3781,65607,159
1974,59,Reputation,18283,1014,3781,66480,159
1975,59,Reputation,18283,1014,3781,67112,159
1976,59,Reputation,18283,1014,3781,67366,159
1977,59,Reputation,18283,1014,3781,67368,159
